,Song Name,Artist,Weekly Streams,Week of
5599,rockstar,Post Malone,16032786,11/2/2017
5600,Gucci Gang,Lil Pump,8753418,11/2/2017
5601,I Fall Apart,Post Malone,7838776,11/2/2017
5602,Havana,Camila Cabello,7756168,11/2/2017
5603,Wolves,Selena Gomez,7185036,11/2/2017
5604,Bank Account,21 Savage,6997831,11/2/2017
5605,1-800-273-8255,Logic,6719680,11/2/2017
5606,Bodak Yellow,Cardi B,5863400,11/2/2017
5607,MotorSport,Migos,5799569,11/2/2017
5608,Young Dumb & Broke,Khalid,5749929,11/2/2017
5609,XO TOUR Llif3,Lil Uzi Vert,5430327,11/2/2017
5610,I Get The Bag ,Gucci Mane,5428583,11/2/2017
5611,What Lovers Do ,Maroon 5,5211075,11/2/2017
5612,The Way Life Goes ,Lil Uzi Vert,5128116,11/2/2017
5613,Plain Jane,A$AP Ferg,5079436,11/2/2017
5614,Let You Down,NF,5017750,11/2/2017
5615,Sorry Not Sorry,Demi Lovato,5007258,11/2/2017
5616,Silence,Marshmello,4966463,11/2/2017
5617,Too Good At Goodbyes - Edit,Sam Smith,4942360,11/2/2017
5618,Congratulations,Post Malone,4906676,11/2/2017
5619,New Rules,Dua Lipa,4764410,11/2/2017
5620,Feel It Still,Portugal. The Man,4561278,11/2/2017
5621,Perfect,Ed Sheeran,4521863,11/2/2017
5622,HUMBLE.,Kendrick Lamar,4454810,11/2/2017
5623,Bad At Love,Halsey,4315107,11/2/2017
5624,Unforgettable,French Montana,4265570,11/2/2017
5625,BUTTERFLY EFFECT,Travis Scott,4208531,11/2/2017
5626,Let Me Go,"Hailee Steinfeld, Alesso",4137586,11/2/2017
5627,Jocelyn Flores,XXXTENTACION,4113928,11/2/2017
5628,No Limit,G-Eazy,4098383,11/2/2017
5629,Roll In Peace ,Kodak Black,3923511,11/2/2017
5630,goosebumps,Travis Scott,3871880,11/2/2017
5631,Go Flex,Post Malone,3780520,11/2/2017
5632,Ghostface Killers,21 Savage,3778184,11/2/2017
5633,Meant to Be,"Bebe Rexha, Florida Georgia Line",3743713,11/2/2017
5634,Candy Paint,Post Malone,3651580,11/2/2017
5635,Rake It Up,Yo Gotti,3613281,11/2/2017
5636,Dusk Till Dawn,ZAYN,3544566,11/2/2017
5637,How Long,Charlie Puth,3496860,11/2/2017
5638,Drowning ,A Boogie Wit da Hoodie,3495262,11/2/2017
5639,Location,Khalid,3432286,11/2/2017
5640,Slippery ,Migos,3350504,11/2/2017
5641,Fuck Love ,XXXTENTACION,3337308,11/2/2017
5642,Glorious ,Macklemore,3310610,11/2/2017
5643,Thunder,Imagine Dragons,3267861,11/2/2017
5644,Homemade Dynamite,Lorde,3200078,11/2/2017
5645,The Race,Tay-K,3086931,11/2/2017
5646,Sauce It Up,Lil Uzi Vert,2952250,11/2/2017
5647,Transportin',Kodak Black,2882118,11/2/2017
5648,Gorgeous,Taylor Swift,2861980,11/2/2017
5649,Ric Flair Drip,"Offset, Metro Boomin",2749105,11/2/2017
5650,Look What You Made Me Do,Taylor Swift,2704176,11/2/2017
5651,Mi Gente,J Balvin,2628872,11/2/2017
5652,Mi Gente ,J Balvin,2621817,11/2/2017
5653,LOVE.,Kendrick Lamar,2619297,11/2/2017
5654,Stargazing,Kygo,2603129,11/2/2017
5655,Believer,Imagine Dragons,2548452,11/2/2017
5656,Magnolia,Playboi Carti,2536683,11/2/2017
5657,What Ifs,Kane Brown,2530818,11/2/2017
5658,Patek Water,Future,2437074,11/2/2017
5659,Love Galore ,SZA,2436523,11/2/2017
5660,Relationship ,Young Thug,2432230,11/2/2017
5661,DNA.,Kendrick Lamar,2389610,11/2/2017
5662,It's A Vibe,2 Chainz,2375685,11/2/2017
5663,Despacito,Luis Fonsi,2353649,11/2/2017
5664,White Iverson,Post Malone,2331037,11/2/2017
5665,Attention,Charlie Puth,2325779,11/2/2017
5666,Rap Saved Me,21 Savage,2317837,11/2/2017
5667,Mask Off,Future,2313998,11/2/2017
5668,Good Old Days ,Macklemore,2280708,11/2/2017
5669,Body Like A Back Road,Sam Hunt,2243502,11/2/2017
5670,New Freezer ,Rich The Kid,2242743,11/2/2017
5671,Redbone,Childish Gambino,2236247,11/2/2017
5672,Slow Hands,Niall Horan,2232433,11/2/2017
5673,do re mi ,blackbear,2182235,11/2/2017
5674,Shape of You,Ed Sheeran,2181027,11/2/2017
5675,Thriller,Michael Jackson,2169450,11/2/2017
5676,Questions,Chris Brown,2132434,11/2/2017
5677,...Ready For It?,Taylor Swift,2108404,11/2/2017
5678,Friends ,"Justin Bieber, BloodPop",2096087,11/2/2017
5679,Everybody Dies In Their Nightmares,XXXTENTACION,2094440,11/2/2017
5680,I Miss You ,Clean Bandit,2091694,11/2/2017
5681,wokeuplikethis*,Playboi Carti,2070444,11/2/2017
5682,Strip That Down,Liam Payne,2063016,11/2/2017
5683,Wild Thoughts ,DJ Khaled,2046586,11/2/2017
5684,I'm the One ,DJ Khaled,2039399,11/2/2017
5685,Pills & Automobiles ,Chris Brown,2032478,11/2/2017
5686,Feed Me Dope,Future,2024996,11/2/2017
5687,My Choppa Hate Niggas,21 Savage,2013646,11/2/2017
5688,Feels Great ,Cheat Codes,1983409,11/2/2017
5689,I Like Me Better,Lauv,1969427,11/2/2017
5690,A Different Way ,"DJ Snake, Lauv, Lauv",1960479,11/2/2017
5691,Rubbin Off The Paint,YBN Nahmir,1960293,11/2/2017
5692,Bedroom Floor,Liam Payne,1951381,11/2/2017
5693,Too Much To Ask,Niall Horan,1940146,11/2/2017
5694,Losin Control,Russ,1930539,11/2/2017
5695,What About Us,P!nk,1909245,11/2/2017
5696,Perplexing Pegasus,Rae Sremmurd,1904035,11/2/2017
5697,iSpy ,KYLE,1890939,11/2/2017
5698,Sky Walker ,Miguel,1890208,11/2/2017
5699,Tunnel Vision,Kodak Black,1887640,11/2/2017
5700,Say You Won't Let Go,James Arthur,1886205,11/2/2017
5701,LOYALTY.,Kendrick Lamar,1872132,11/2/2017
5702,Praying,Kesha,1871818,11/2/2017
5703,Bounce Back,Big Sean,1865766,11/2/2017
5704,Bad and Boujee ,Migos,1826184,11/2/2017
5705,Lonely Together ,Avicii,1818022,11/2/2017
5706,T-Shirt,Migos,1814562,11/2/2017
5707,New,Daya,1799526,11/2/2017
5708,Nightmare,"Offset, Metro Boomin",1790233,11/2/2017
5709,That's What I Like,Bruno Mars,1781041,11/2/2017
5710,Curve ,Gucci Mane,1778538,11/2/2017
5711,Disrespectful,21 Savage,1742791,11/2/2017
5712,Boss,Lil Pump,1727945,11/2/2017
5713,Unforgettable,Thomas Rhett,1726706,11/2/2017
5714,Betrayed,Lil Xan,1719125,11/2/2017
5715,Look At Me!,XXXTENTACION,1699730,11/2/2017
5716,beibs in the trap,Travis Scott,1688327,11/2/2017
5717,Mad Stalkers,21 Savage,1686776,11/2/2017
5718,Pray,Sam Smith,1680243,11/2/2017
5719,There's Nothing Holdin' Me Back,Shawn Mendes,1674970,11/2/2017
5720,Love U Better ,Ty Dolla $ign,1673013,11/2/2017
5721,Ghostbusters,"Ray Parker, Jr.",1659002,11/2/2017
5722,Passionfruit,Drake,1658758,11/2/2017
5723,Small Town Boy,Dustin Lynch,1634363,11/2/2017
5724,The Weekend,SZA,1632817,11/2/2017
5725,Crew ,GoldLink,1587091,11/2/2017
5726,Swang,Rae Sremmurd,1577365,11/2/2017
5727,do re mi,blackbear,1574168,11/2/2017
5728,4:00 AM,2 Chainz,1565760,11/2/2017
5729,X ,21 Savage,1559863,11/2/2017
5730,One Dance,Drake,1545487,11/2/2017
5731,Kids in Love,Kygo,1534707,11/2/2017
5732,No Option,Post Malone,1529594,11/2/2017
5733,PRBLMS,6LACK,1522183,11/2/2017
5734,Undefeated,A Boogie Wit da Hoodie,1519632,11/2/2017
5735,Now Or Never,Halsey,1512297,11/2/2017
5736,Say A',A Boogie Wit da Hoodie,1507193,11/2/2017
5737,Feels,Calvin Harris,1504787,11/2/2017
5738,First Day Out,Tee Grizzley,1500451,11/2/2017
5739,No Role Modelz,J. Cole,1499650,11/2/2017
5740,Starboy,The Weeknd,1498986,11/2/2017
5741,Don't Judge Me ,Ty Dolla $ign,1498930,11/2/2017
5742,Fake Love,Drake,1494956,11/2/2017
5743,When It Rains It Pours,Luke Combs,1489544,11/2/2017
5744,Caroline,Amine,1479963,11/2/2017
5745,Closer,The Chainsmokers,1479680,11/2/2017
5746,Portland,Drake,1477167,11/2/2017
5747,Something Just Like This,"The Chainsmokers, Coldplay",1466893,11/2/2017
5748,Money Longer,Lil Uzi Vert,1462660,11/2/2017
5749,PICK IT UP ,Famous Dex,1460880,11/2/2017
5750,Ex Calling,6LACK,1457060,11/2/2017
5751,Broccoli ,DRAM,1455748,11/2/2017
5752,Myself,NAV,1451769,11/2/2017
5753,Again,Noah Cyrus,1437681,11/2/2017
5754,Heartache On The Dance Floor,Jon Pardi,1432720,11/2/2017
5755,What They Want,Russ,1428089,11/2/2017
5756,Reggaetón Lento (Remix),CNCO,1421106,11/2/2017
5757,Run Up the Racks,21 Savage,1412166,11/2/2017
5758,No Complaints,Metro Boomin,1397150,11/2/2017
5759,Stay ,"Zedd, Alessia Cara",1395741,11/2/2017
5760,Both ,Gucci Mane,1388974,11/2/2017
5761,D Rose,Lil Pump,1380574,11/2/2017
5762,No Problem ,Chance the Rapper,1380270,11/2/2017
5763,Everyday We Lit ,YFN Lucci,1379803,11/2/2017
5764,No Promises,Cheat Codes,1377881,11/2/2017
5765,Issues,Julia Michaels,1375130,11/2/2017
5766,pick up the phone,"Young Thug, Travis Scott",1373543,11/2/2017
5767,In Case You Didn't Know,Brett Young,1368550,11/2/2017
5768,Flex Like Ouu,Lil Pump,1367614,11/2/2017
5769,8TEEN,Khalid,1340339,11/2/2017
5770,Saved,Khalid,1335769,11/2/2017
5771,Easy Love,Lauv,1329200,11/2/2017
5772,Don't Sleep On Me ,Ty Dolla $ign,1328395,11/2/2017
5773,I Don't Wanna Live Forever,"Zayn, Taylor Swift",1327872,11/2/2017
5774,Don't,Bryson Tiller,1327592,11/2/2017
5775,From The D To The A ,Tee Grizzley,1325347,11/2/2017
5776,Craving You,Thomas Rhett,1317957,11/2/2017
5777,The Last Of The Real Ones,Fall Out Boy,1317183,11/2/2017
5778,Most Girls,Hailee Steinfeld,1309937,11/2/2017
5779,Rolex,"Ayo, Teo",1302265,11/2/2017
5780,Slide,Calvin Harris,1300180,11/2/2017
5781,Greatest Love Story,LANCO,1297933,11/2/2017
5782,Exchange,Bryson Tiller,1297788,11/2/2017
5783,Help Me Out ,"Maroon 5, Julia Michaels, Julia Michaels",1283872,11/2/2017
5784,Horses ,"PnB Rock, PnB Rock, Kodak Black, A Boogie Wit da Hoodie, PnB Rock, Kodak Black, A Boogie Wit da Hoodie",1279222,11/2/2017
5785,Love Scars,Trippie Redd,1278690,11/2/2017
5786,Monster Mash,"Bobby ""Boris"" Pickett",1259351,11/2/2017
5787,Still Serving,21 Savage,1254520,11/2/2017
5788,Bust Down,Trippie Redd,1253151,11/2/2017
5789,Fetish ,Selena Gomez,1250515,11/2/2017
5790,It Ain't Me,"Kygo, Selena Gomez",1249954,11/2/2017
5791,Se Preparó,Ozuna,1249606,11/2/2017
5792,Ex ,Ty Dolla $ign,1241096,11/2/2017
5793,Deja Vu,Post Malone,1236810,11/2/2017
5794,Burning,Sam Smith,1234738,11/2/2017
5795,Darth Vader,21 Savage,1230073,11/2/2017
5796,Patty Cake,Kodak Black,1229069,11/2/2017
5797,More Than You Know,Axwell /\ Ingrosso,1228599,11/2/2017
5798,Hurricane,Luke Combs,1228000,11/2/2017
5799,In My Feelings,Drake,23616199,7/26/2018
5800,Lucid Dreams,Juice WRLD,11553559,7/26/2018
5801,SAD!,XXXTENTACION,9574548,7/26/2018
5802,Taste ,Tyga,9462424,7/26/2018
5803,FEFE ,6ix9ine,9159048,7/26/2018
5804,I Like It,Cardi B,8893489,7/26/2018
5805,Nonstop,Drake,8889140,7/26/2018
5806,Moonlight,XXXTENTACION,8011082,7/26/2018
5807,God is a woman,Ariana Grande,7856417,7/26/2018
5808,Better Now,Post Malone,7309922,7/26/2018
5809,Girls Like You ,Maroon 5,6973413,7/26/2018
5810,Nice For What,Drake,6771298,7/26/2018
5811,Yes Indeed,"Lil Baby, Drake",6641906,7/26/2018
5812,Don’t Matter To Me ,"Drake, Michael Jackson, Michael Jackson",6347269,7/26/2018
5813,Eastside,"benny blanco, Halsey, Khalid",6254560,7/26/2018
5814,God's Plan,Drake,5933821,7/26/2018
5815,I'm Upset,Drake,5589398,7/26/2018
5816,I Might Need Security,Chance the Rapper,5553762,7/26/2018
5817,Psycho ,Post Malone,5249780,7/26/2018
5818,Youngblood,5 Seconds of Summer,5190258,7/26/2018
5819,Jocelyn Flores,XXXTENTACION,4935333,7/26/2018
5820,Jackie Chan,"Tiesto, Dzeko",4929677,7/26/2018
5821,Mob Ties,Drake,4750291,7/26/2018
5822,changes,XXXTENTACION,4705276,7/26/2018
5823,Summertime Magic,Childish Gambino,4634421,7/26/2018
5824,All Girls Are The Same,Juice WRLD,4558715,7/26/2018
5825,Look Alive ,BlocBoy JB,4367087,7/26/2018
5826,Fuck Love ,XXXTENTACION,4304706,7/26/2018
5827,Body,Loud Luxury,4168350,7/26/2018
5828,rockstar ,Post Malone,4078513,7/26/2018
5829,Ocean ,Martin Garrix,4040159,7/26/2018
5830,Boo'd Up,Ella Mai,4001928,7/26/2018
5831,Wasted ,Juice WRLD,3976646,7/26/2018
5832,APESHIT,The Carters,3889890,7/26/2018
5833,Praise The Lord (Da Shine) ,A$AP Rocky,3884368,7/26/2018
5834,Rise,Jonas Blue,3860088,7/26/2018
5835,no tears left to cry,Ariana Grande,3669931,7/26/2018
5836,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,3630905,7/26/2018
5837,you should see me in a crown,Billie Eilish,3607980,7/26/2018
5838,Ball For Me ,Post Malone,3548137,7/26/2018
5839,Solo ,Clean Bandit,3515387,7/26/2018
5840,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,3512398,7/26/2018
5841,lovely ,"Billie Eilish, Khalid",3481196,7/26/2018
5842,One Kiss,"Calvin Harris, Dua Lipa, Dua Lipa",3452592,7/26/2018
5843,Bed ,Nicki Minaj,3399710,7/26/2018
5844,65th & Ingleside,Chance the Rapper,3326852,7/26/2018
5845,All Mine,Kanye West,3319637,7/26/2018
5846,Te Boté - Remix,Nio Garcia,3317790,7/26/2018
5847,Plug Walk,Rich The Kid,3315593,7/26/2018
5848,Hopeless Romantic ,Wiz Khalifa,3282295,7/26/2018
5849,Everybody Dies In Their Nightmares,XXXTENTACION,3272621,7/26/2018
5850,I Fall Apart,Post Malone,3199118,7/26/2018
5851,High Hopes,Panic! At The Disco,3152806,7/26/2018
5852,Fr Fr ,Wiz Khalifa,3053393,7/26/2018
5853,Ric Flair Drip,"Offset, Metro Boomin",2971147,7/26/2018
5854,JAPAN,Famous Dex,2884284,7/26/2018
5855,Love Lies,"Khalid, Normani",2875045,7/26/2018
5856,Mine,Bazzi,2814081,7/26/2018
5857,This Is America,Childish Gambino,2813498,7/26/2018
5858,OTW,Khalid,2775530,7/26/2018
5859,the remedy for a broken heart (why am I so in love),XXXTENTACION,2774936,7/26/2018
5860,Born To Be Yours,Kygo,2763472,7/26/2018
5861,Natural,Imagine Dragons,2750587,7/26/2018
5862,Tequila,Dan + Shay,2746596,7/26/2018
5863,Emotionless,Drake,2689282,7/26/2018
5864,Walk It Talk It,Migos,2657563,7/26/2018
5865,Hope,XXXTENTACION,2625294,7/26/2018
5866,Can’t Take A Joke,Drake,2599649,7/26/2018
5867,XO TOUR Llif3,Lil Uzi Vert,2581027,7/26/2018
5868,Look At Me!,XXXTENTACION,2574846,7/26/2018
5869,Candy Paint,Post Malone,2568552,7/26/2018
5870,Elevate,Drake,2542799,7/26/2018
5871,Playinwitme ,KYLE,2531946,7/26/2018
5872,Meant to Be,"Bebe Rexha, Florida Georgia Line",2515334,7/26/2018
5873,Powerglide,"Rae Sremmurd, Juicy J",2503524,7/26/2018
5874,The Middle,"Zedd, Maren Morris, Grey",2479090,7/26/2018
5875,Lie,NF,2468339,7/26/2018
5876,Happy Now,"Zedd, Elley Duhe",2431388,7/26/2018
5877,Simple,Florida Georgia Line,2429893,7/26/2018
5878,ocean eyes,Billie Eilish,2384048,7/26/2018
5879,Work Out,Chance the Rapper,2364144,7/26/2018
5880,Legends,Juice WRLD,2345125,7/26/2018
5881,X,"Nicky Jam, J Balvin",2319980,7/26/2018
5882,Lust,Lil Skies,2283575,7/26/2018
5883,Shoota ,Playboi Carti,2237196,7/26/2018
5884,Red Roses ,Lil Skies,2226424,7/26/2018
5885,Bigger Than You ,2 Chainz,2218882,7/26/2018
5886,Connection,OneRepublic,2165786,7/26/2018
5887,Call Out My Name,The Weeknd,2135139,7/26/2018
5888,Nowadays ,Lil Skies,2131299,7/26/2018
5889,Blue Tint,Drake,2095420,7/26/2018
5890,Stay,Post Malone,2094605,7/26/2018
5891,HUMBLE.,Kendrick Lamar,2094251,7/26/2018
5892,Leave Me,Rich The Kid,2093831,7/26/2018
5893,Congratulations,Post Malone,2090115,7/26/2018
5894,King's Dead,"Jay Rock, Kendrick Lamar, Future, James Blake",2083666,7/26/2018
5895,Lean Wit Me,Juice WRLD,2080320,7/26/2018
5896,Champion ,NAV,2061926,7/26/2018
5897,Freaky Friday ,Lil Dicky,2052353,7/26/2018
5898,Paranoid,Post Malone,2040427,7/26/2018
5899,PICK IT UP ,Famous Dex,2040046,7/26/2018
5900,Creeping ,Lil Skies,2024630,7/26/2018
5901,Sin Pijama,Becky G,2024362,7/26/2018
5902,FRIENDS,"Marshmello, Anne",2016760,7/26/2018
5903,Rich & Sad,Post Malone,2011875,7/26/2018
5904,TATI,6ix9ine,2008697,7/26/2018
5905,All The Stars,"Kendrick Lamar, SZA",2006630,7/26/2018
5906,2002,Anne-Marie,1999974,7/26/2018
5907,Roll In Peace ,Kodak Black,1992710,7/26/2018
5908,Nevermind,Dennis Lloyd,1988058,7/26/2018
5909,goosebumps,Travis Scott,1980811,7/26/2018
5910,I'm a Mess,Bebe Rexha,1976166,7/26/2018
5911,Stir Fry,Migos,1964878,7/26/2018
5912,Thunder,Imagine Dragons,1964431,7/26/2018
5913,Life Goes On,Lil Baby,1941758,7/26/2018
5914,NUMB,XXXTENTACION,1938121,7/26/2018
5915,Narcos,Migos,1904954,7/26/2018
5916,Watch ,Travis Scott,1904370,7/26/2018
5917,Yikes,Kanye West,1902648,7/26/2018
5918,Better Not ,Louis The Child,1877101,7/26/2018
5919,Havana ,Camila Cabello,1871465,7/26/2018
5920,Young Dumb & Broke,Khalid,1857743,7/26/2018
5921,Spoil My Night ,Post Malone,1851800,7/26/2018
5922,Believer,Imagine Dragons,1824937,7/26/2018
5923,Location,Khalid,1819339,7/26/2018
5924,Bank Account,21 Savage,1812250,7/26/2018
5925,Heaven,Kane Brown,1793842,7/26/2018
5926,Drug Addicts,Lil Pump,1790159,7/26/2018
5927,Summer Games,Drake,1780913,7/26/2018
5928,8 Out Of 10,Drake,1773519,7/26/2018
5929,Bounce Out With That,YBN Nahmir,1773389,7/26/2018
5930,New Light,John Mayer,1771224,7/26/2018
5931,Survival,Drake,1767089,7/26/2018
5932,Wala Cam,Chance the Rapper,1757754,7/26/2018
5933,Betrayed,Lil Xan,1747973,7/26/2018
5934,Bodak Yellow,Cardi B,1741816,7/26/2018
5935,Talk Up ,Drake,1741451,7/26/2018
5936,KOD,J. Cole,1737839,7/26/2018
5937,Plain Jane,A$AP Ferg,1737020,7/26/2018
5938,After Dark ,Drake,1736247,7/26/2018
5939,92 Explorer,Post Malone,1706091,7/26/2018
5940,Love It If We Made It,The 1975,1702946,7/26/2018
5941,Sober,Demi Lovato,1689808,7/26/2018
5942,Africa,Toto,1686806,7/26/2018
5943,That’s How You Feel,Drake,1683714,7/26/2018
5944,Ned Flanders ,MadeinTYO,1683590,7/26/2018
5945,I Know You ,Lil Skies,1678526,7/26/2018
5946,Outside Today,YoungBoy Never Broke Again,1674363,7/26/2018
5947,Be Careful,Cardi B,1665163,7/26/2018
5948,idontwannabeyouanymore,Billie Eilish,1660462,7/26/2018
5949,Nico And The Niners,Twenty One Pilots,1651344,7/26/2018
5950,Esskeetit,Lil Pump,1649984,7/26/2018
5951,I Like Me Better,Lauv,1649118,7/26/2018
5952,1-800-273-8255,Logic,1644592,7/26/2018
5953,BUTTERFLY EFFECT,Travis Scott,1643723,7/26/2018
5954,Sandra’s Rose,Drake,1637221,7/26/2018
5955,Delicate,Taylor Swift,1632017,7/26/2018
5956,LOVE.,Kendrick Lamar,1621902,7/26/2018
5957,Shape of You,Ed Sheeran,1614651,7/26/2018
5958,You Make It Easy,Jason Aldean,1609924,7/26/2018
5959,Let You Down,NF,1609717,7/26/2018
5960,Jumpsuit,Twenty One Pilots,1603459,7/26/2018
5961,Reborn,KIDS SEE GHOSTS,1588543,7/26/2018
5962,Finesse,Drake,1587681,7/26/2018
5963,In My Blood,Shawn Mendes,1579132,7/26/2018
5964,No Limit,G-Eazy,1574002,7/26/2018
5965,One Number Away,Luke Combs,1564397,7/26/2018
5966,Everyday,"Logic, Marshmello",1551150,7/26/2018
5967,Only You ,"Cheat Codes, Little Mix, Little Mix",1547275,7/26/2018
5968,Unforgettable,French Montana,1545571,7/26/2018
5969,New Freezer ,Rich The Kid,1533484,7/26/2018
5970,WIFI LIT,Future,1533071,7/26/2018
5971,Get Along,Kenny Chesney,1533018,7/26/2018
5972,Jaded,Drake,1522329,7/26/2018
5973,Midsummer Madness,88rising,1522253,7/26/2018
5974,The Way Life Goes ,Lil Uzi Vert,1521075,7/26/2018
5975,Beautiful Crazy,Luke Combs,1514689,7/26/2018
5976,New Rules,Dua Lipa,1506084,7/26/2018
5977,Perfect,Ed Sheeran,1505592,7/26/2018
5978,I Don't Wanna Do This Anymore,XXXTENTACION,1499677,7/26/2018
5979,MotorSport,Migos,1498736,7/26/2018
5980,Enemies,Lauv,1497501,7/26/2018
5981,Silence,Marshmello,1497300,7/26/2018
5982,No Es Justo,J Balvin,1491645,7/26/2018
5983,Clandestino,Shakira,1488487,7/26/2018
5984,Sorry Not Sorry,Demi Lovato,1487499,7/26/2018
5985,Revenge,XXXTENTACION,1486808,7/26/2018
5986,Never Be the Same,Camila Cabello,1484134,7/26/2018
5987,IDGAF,Dua Lipa,1474284,7/26/2018
5988,Over Now,Post Malone,1473300,7/26/2018
5989,Black & White,Juice WRLD,1472581,7/26/2018
5990,Carry On,XXXTENTACION,1469551,7/26/2018
5991,Redbone,Childish Gambino,1449514,7/26/2018
5992,Closer,The Chainsmokers,1447163,7/26/2018
5993,I Get The Bag ,Gucci Mane,1439968,7/26/2018
5994,Body Like A Back Road,Sam Hunt,1439935,7/26/2018
5995,BILLY,6ix9ine,1436436,7/26/2018
5996,Whatever It Takes,Imagine Dragons,1431090,7/26/2018
5997,Bartier Cardi ,Cardi B,1427383,7/26/2018
5998,Thru These Tears,LANY,1419473,7/26/2018
5999,7 rings,Ariana Grande,28151388,1/24/2019
6000,Sunflower,"Post Malone, Swae Lee",14112359,1/24/2019
6001,Wow.,Post Malone,12586391,1/24/2019
6002,Going Bad ,Meek Mill,9327727,1/24/2019
6003,Without Me,Halsey,8732575,1/24/2019
6004,Drip Too Hard,Lil Baby,8541979,1/24/2019
6005,"thank u, next",Ariana Grande,8058684,1/24/2019
6006,SICKO MODE,Travis Scott,7924476,1/24/2019
6007,ZEZE ,Kodak Black,7359730,1/24/2019
6008,Look Back At It,A Boogie Wit da Hoodie,7165551,1/24/2019
6009,Mo Bamba,Sheck Wes,7151784,1/24/2019
6010,Dancing With A Stranger,"Sam Smith, Normani",6882798,1/24/2019
6011,Keanu Reeves,Logic,6373591,1/24/2019
6012,Saturday Nights,Khalid,5932041,1/24/2019
6013,Leave Me Alone,Flipp Dinero,5882310,1/24/2019
6014,a lot,21 Savage,5702886,1/24/2019
6015,First Off ,Future,5581232,1/24/2019
6016,Wake Up in the Sky,Gucci Mane,5548744,1/24/2019
6017,Lost in the Fire,Gesaffelstein,5472797,1/24/2019
6018,Crushed Up,Future,5274457,1/24/2019
6019,High Hopes,Panic! At The Disco,5077745,1/24/2019
6020,Lucid Dreams,Juice WRLD,5069025,1/24/2019
6021,SAD!,XXXTENTACION,5030205,1/24/2019
6022,Money,Cardi B,4886934,1/24/2019
6023,Startender,A Boogie Wit da Hoodie,4744151,1/24/2019
6024,Happier,"Marshmello, Bastille",4673049,1/24/2019
6025,Better Now,Post Malone,4671078,1/24/2019
6026,MIDDLE CHILD,J. Cole,4461198,1/24/2019
6027,Eastside,"benny blanco, Halsey, Khalid",4399059,1/24/2019
6028,Moonlight,XXXTENTACION,4276293,1/24/2019
6029,Armed And Dangerous,Juice WRLD,4247423,1/24/2019
6030,Better,Khalid,4173942,1/24/2019
6031,whoa (mind in awe),XXXTENTACION,4154352,1/24/2019
6032,when the party's over,Billie Eilish,4121458,1/24/2019
6033,MIA ,Bad Bunny,4022057,1/24/2019
6034,imagine,Ariana Grande,3944375,1/24/2019
6035,monster,21 Savage,3879061,1/24/2019
6036,Splashin,Rich The Kid,3798398,1/24/2019
6037,Space Cadet ,Metro Boomin,3777922,1/24/2019
6038,Taste ,Tyga,3726054,1/24/2019
6039,Nonstop,Drake,3708181,1/24/2019
6040,YOSEMITE,Travis Scott,3617698,1/24/2019
6041,Fine China,Future,3570460,1/24/2019
6042,Jocelyn Flores,XXXTENTACION,3551525,1/24/2019
6043,Swervin,A Boogie Wit da Hoodie,3549352,1/24/2019
6044,lovely,"Billie Eilish, Khalid",3515025,1/24/2019
6045,Close To Me,"Ellie Goulding, Diplo",3481114,1/24/2019
6046,Nuketown ,Ski Mask The Slump God,3472478,1/24/2019
6047,Calling My Spirit,Kodak Black,3445688,1/24/2019
6048,rockstar ,Post Malone,3356746,1/24/2019
6049,Nights Like This ,Kehlani,3323063,1/24/2019
6050,Butterfly Doors,Lil Pump,3315428,1/24/2019
6051,Taki Taki ,"DJ Snake, Selena Gomez, Ozuna, Cardi B, Selena Gomez, Ozuna, Cardi B",3211928,1/24/2019
6052,Roses ,"benny blanco, Juice WRLD",3186646,1/24/2019
6053,BAD!,XXXTENTACION,3175208,1/24/2019
6054,Sweet but Psycho,Ava Max,3155206,1/24/2019
6055,Arms Around You ,XXXTENTACION,3144997,1/24/2019
6056,Hope,The Chainsmokers,3120816,1/24/2019
